Area_Symbol|Map_Symbol|Map_Unit_Name|Map_Unit_Acres|Non-irr_LCC_and_sub|Overall_Index|Mukey
GA121|Cf|Cecil sandy loam, rolling phase||3e|0.0000|1654065
GA121|Cg|Cecil sandy loam, eroded rolling phase||3e|0.0000|1654066
GA121|Ch|Cecil sandy loam, hilly phase||4e|0.0000|1654067
GA121|Ck|Cecil sandy loam, eroded hilly phase||4e|0.0000|1654068
GA121|Cl|Cecil sandy loam, steep phase||6e|0.0000|1654069
GA121|Cm|Cecil sandy loam, eroded steep phase||6e|0.0000|1654070
GA121|Cn|Chewacla fine sandy loam||2w|0.0000|1654071
GA121|Co|Chewacla silt loam||2w|0.0000|1654072
GA121|Cp|Conagree fine sandy loam||2w|0.0000|1654073
GA121|CpA|Congaree sandy loam, 0 to 2 percent slopes, occasionally flooded|3925|2w|0.0000|1672361
GA121|Cr|Conagree silt loam||3w|0.0000|1654074
GA121|CrA|Congaree-Cartecay complex, 0 to 2 percent slopes, occasionally flooded|1865|3w|0.0000|1672362
GA121|CuC|Cecil-urban land complex, 2 to 10 percent slopes, moderately eroded||3e|7E-06|1674328
GA121|Da|Davidson clay loam, eroded undulating phase||4e|0.0000|1654075
GA121|DAM|Dam|10||99.0000|1673994
GA121|Db|Davidson clay loam, eroded rolling phase||4e|0.0000|1654076
GA121|Dc|Davidson clay loam, eroded hilly phase||4e|0.0000|1654077
GA121|EnC|Enon-Wynott complex, 6 to 10 percent slopes, bouldery|145|6s|0.0000|1672365
GA121|Ga|Grover fine sandy loam, eroded undulating phase||3e|0.0000|1654078
GA121|GaC|Grover-Mountain Park complex, 2 to 10 percent slopes, stony|140|3e|0.0000|1672357
GA121|GaE|Grover-Mountain Park complex, 10 to 20 percent slopes, stony|8950|6e|0.0000|1672358
GA121|GaF|Grover-Mountain Park complex, 20 to 60 percent slopes, stony|12130|7e|0.0000|1654027
GA121|Gb|Grover fine sandy loam, eroded hilly phase||6e|0.0000|1654079
GA121|GuC|Grover-Mountain Park-urban land complex, 2 to 10 percent slopes||3e|6E-06|1884375
GA121|GuE|Grover-Mountain Park-urban land complex, 10 to 25 percent slopes, stony||6e|6E-06|1674334
GA121|Ha|Helena sandy loam, eroded rolling phase||2e|0.0000|1654081
GA121|Hb|Hiwassee sandy loam, eroded undulating phase||2e|0.0000|1654082
GA121|HbB|Hiwassee sandy loam, 2 to 6 percent slopes|200|2e|0.0000|1672347
GA121|HbC|Hiwassee sandy loam, 6 to 10 percent slopes|385|3e|0.0000|1672348
GA121|Hc|Hiwassee sandy loam, eroded rolling phase||3e|0.0000|1654083
GA121|Hd|Hiwassee-Louisa soils, eroded hilly phase||4e|0.0000|1654084
GA121|Ia|Iredell stony clay loam, rolling phase||6s|0.0000|1654085
GA121|La|Lloyd clay loam, severely eroded rolling phase||4e|0.0000|1654086
GA121|LaD2|Lloyd-Gwinnett complex, 6 to 15 percent slopes, moderately eroded|1070|4e|0.0000|1672349
GA121|Lb|Lloyd clay loam, severely eroded hilly phase||4e|0.0000|1654087
GA121|Lc|Lloyd clay loam, eroded steep phase||6e|0.0000|1654088
GA121|Ld|Lloyd gravelly sandy loam, eroded steep shallow phase||6e|0.0000|1654089
GA121|Le|Lloyd sandy loam, eroded undulating phase||2e|0.0000|1654090
GA121|Lf|Lloyd sandy loam, rolling phase||3e|0.0000|1654091
GA121|Lg|Lloyd sandy loam, eroded rolling phase||3e|0.0000|1654092
GA121|Lh|Lloyd sandy loam, hilly phase||4e|0.0000|1654093
GA121|Lk|Lloyd sandy loam, eroded hilly phase||4e|0.0000|1654094
GA121|Lm|Lloyd sandy loam, steep phase||6e|0.0000|1654095
GA121|Ln|Lockhart-Cecil clay loams, severely eroded rolling phases||3e|0.0000|1654096
GA121|Lo|Lockhart-Cecil clay loams, severely eroded hilly phases||6s|0.0000|1654097
GA121|Lp|Lockhart-Cecil clay loams, severely eroded steep phases||7s|0.0000|1654098
GA121|Lr|Lockhart-Cecil sandy loams, eroded undulating phases||2e|0.0000|1654099
GA121|Ls|Lockhart-Cecil sandy loams, eroded rolling phases||3e|0.0000|1654100
GA121|Lt|Lockhart-Cecil sandy loams, hilly phases||6s|0.0000|1654101
GA121|Lu|Lockhart-Cecil sandy loams, eroded hilly phases||6s|0.0000|1654102
GA121|LuE|Ashlar-Rion-urban land complex, 10 to 25 percent slopes, bouldery||6e|5.125E-06|1674332
GA121|Lv|Lockhart-Cecil sandy loams, steep phases||7s|0.0000|1654103
GA121|Lw|Lockhart-Cecil sandy loams, eroded steep phases||7s|0.0000|1654104
GA121|Lx|Louisa fine sandy loam, rolling phase||3e|0.0000|1654105
GA121|Lxa|Louisa fine sandy loam, eroded hilly phase||6e|0.0000|1654106
GA121|Lxb|Louisa fine sandy loam, steep phase||7e|0.0000|1654107
GA121|Lxc|Louisa fine sandy loam, eroded steep phase||7e|0.0000|1654108
GA121|Ly|Louisburg sandy loam, rolling phase||6e|0.0000|1654109
GA121|Lya|Louisburg sandy loam, hilly phase||6e|0.0000|1654110
GA121|Lyb|Louisburg sandy loam, steep phase||7e|0.0000|1654111
GA121|Ma|Made land|||99.0000|1654112
GA121|Mb|Madison clay loam, severely eroded rolling phase||3e|0.0000|1654113
GA121|Mc|Madison clay loam, severely eroded hilly phase||6e|0.0000|1654114
GA121|Md|Madison fine sandy loam, eroded undulating phase||2e|0.0000|1654115
GA121|MdB2|Madison-Bethlehem complex, 2 to 6 percent slopes, moderately eroded|1135|2e|0.0000|1672355
GA121|MdC2|Madison-Bethlehem complex, 6 to 10 percent slopes, moderately eroded|7110|3e|0.0000|1672356
GA121|Me|Madison fine sandy loam, rolling phase||3e|0.0000|1654116
GA121|Mf|Madison fine sandy loam, eroded rolling phase||3e|0.0000|1654117
GA121|Mg|Madison fine sandy loam, hilly phase||6e|0.0000|1654118
GA121|Mh|Madison fine sandy loam, eroded, hilly phase||6e|0.0000|1654119
GA121|Mk|Madison fine sandy loam, steep phase||7e|0.0000|1674021
GA121|Ml|Madison gravelly sandy loam, rolling phase||3e|0.0000|1654120
GA121|Mm|Madison gravelly sandy loam, eroded rolling phase||3e|0.0000|1654121
GA121|Mn|Madison-Grover-Louisa gravelly clay loams, severely eroded hilly phases||6e|0.0000|1654122
GA121|Mo|Madison-Grover-Louisa gravelly sandy loams, hilly phases||6e|0.0000|1654123
GA121|Mp|Madison-Grover-Louisa gravelly sandy loams, eroded hilly phases||6e|0.0000|1654124
GA121|Mr|Madison-Grover-Louisa gravelly sandy loams, steep phases||7e|0.0000|1654125
GA121|Ms|Mecklenburg gravelly clay loam, eroded hilly phase||6s|0.0000|1654126
GA121|Mt|Mecklenburg gravelly sandy loam, eroded rolling phase||6s|0.0000|1654127
GA121|Mu|Mixed alluvium, well drained||2w|0.0000|1654128
GA121|MuC|Madison-Bethlehem-urban land complex, 2 to 10 percent slopes||3e|6.5E-06|1674333
GA121|Mv|Mixed alluvium, somewhat poorly drained||2w|0.0000|1654129
GA121|Mw|Mixed alluvium, poorly drained||3w|0.0000|1654130
GA121|Mx|Molena loamy sand, light-colored variant||3e|0.0000|1654131
GA121|My|Molena loamy sand, eroded undulating phase||2e|0.0000|1654132
GA121|PaB2|Pacolet sandy loam, 2 to 6 percent slopes, moderately eroded|540|2e|0.0000|1672371
GA121|PaB2|Pacolet sandy loam, 2 to 6 percent slopes, moderately eroded|540|2e|0.0000|2951697
GA121|PaD2|Pacolet sandy loam, 10 to 15 percent slopes, moderately eroded|5920|4e|0.0000|1654004
GA121|PaD2|Pacolet sandy loam, 10 to 15 percent slopes, moderately eroded|5920|4e|0.0000|2952755
GA121|PaE2|Pacolet sandy loam, 15 to 25 percent slopes, moderately eroded|240|6e|0.0000|1672373
GA121|PaE2|Pacolet sandy loam, 15 to 25 percent slopes, moderately eroded|240|6e|0.0000|2952733
GA121|PBuC|Pacolet-urban land complex, 2 to 10 percent slopes, bouldery||3e|6E-06|1674329
GA121|PgC2|Pacolet-Saw complex, 6 to 10 percent slopes, moderately eroded, bouldery|5685|3e|0.0000|1672374
GA121|Pt|Pits, quarry|570||99.0000|1673993
GA121|Ra|Riverwash||4w|0.0000|1654133
GA121|RBuE|Rion-Louisburg-urban land complex, 10 to 25 percent slopes, bouldery||6s|6E-06|1674330
GA121|ReD|Rion sandy loam, 10 to 15 percent slopes|42215|4e|0.0000|1672352
GA121|ReD|Rion sandy loam, 10 to 15 percent slopes|42215|4e|0.0000|2771315
GA121|ReE|Rion sandy loam, 15 to 25 percent slopes|10085|6e|0.0000|1654021
GA121|ReE|Rion sandy loam, 15 to 25 percent slopes|10085|6e|0.0000|2951707
GA121|RoE|Rion-Louisburg complex, 10 to 20 percent slopes, bouldery|9455|6s|0.0000|1672350
GA121|RoF|Rion-Louisburg complex, 20 to 35 percent slopes, bouldery|4320|7s|0.0000|1672351
GA121|RuE|Rion-urban land complex, 10 to 25 percent slopes||6e|6.5E-06|1674331
GA121|Sa|Seneca fine sandy loam, level phase||2w|0.0000|1654134
GA121|Sb|Seneca fine sandy loam,undulating phase||2e|0.0000|1654135
GA121|Sc|Starr loam, level phase||2w|0.0000|1654136
GA121|Sd|Starr loam, undulating phase||2e|0.0000|1654137
GA121|Se|Stony land, rolling||3e|0.0000|1654138
GA121|Sf|Stony land, hilly||6s|0.0000|1654139
GA121|Sg|Stony land, steep||7s|0.0000|1654140
GA121|Ua|Unclassified city land|||99.0000|1654141
GA121|Ua|Udorthents, 0 to 10 percent slopes|660||99.0000|1673972
GA121|Ub|Urban land|62775||99.0000|1674092
GA121|UcC|Urban land-Altavista complex, 2 to 10 percent slopes|690|2e|7E-06|1672367
GA121|UdC|Urban land-Appling-Hard Labor complex, 2 to 10 percent slopes|5675|3e|6E-06|1672368
GA121|UeE|Urban land-Ashlar-Rion complex, 10 to 25 percent slopes, stony|1720|6e|5.125E-06|1654041
GA121|UfC2|Urban land-Cecil complex, 2 to 10 percent slopes, moderately eroded|22460|3e|7E-06|1654037
GA121|UgC|Urban land-Grover-Mountain Park complex, 2 to 10 percent slopes, stony|200|3e|6E-06|1884400
GA121|UgE|Urban land-Grover-Mountain Park complex, 10 to 25 percent slopes, stony|10790|6e|6E-06|1672424
GA121|UmC2|Urban land-Madison-Bethlehem complex, 2 to 10 percent slopes, moderately eroded|8320|3e|6.5E-06|1672423
GA121|UpC2|Urban land-Pacolet-Saw complex, 2 to 10 percent slopes, moderately eroded, bouldery|700|3e|6E-06|1654038
GA121|UrE|Urban land-Rion complex, 10 to 25 percent slopes|21320|6e|6.5E-06|1672421
GA121|UsE|Urban land-Rion-Louisburg complex, 10 to 25 percent slopes, bouldery|980|6s|6E-06|1672420
GA121|UwD|Urban land-Wynott-Mecklenburg-Wilkes complex, 6 to 15 percent slopes|135|6e|6E-06|1654045
GA121|W|Water|5010||50.0000|1654142
GA121|Wa|Wehadkee fine sandy loam||3w|0.0000|1654143
GA121|Wb|Wehadkee silt loam||3w|0.0000|1654144
GA121|WbA|Wehadkee-Cartecay complex, 0 to 2 percent slopes, occasionally flooded|4535|3w|0.0000|1672364
GA121|Wc|Wickham fine sandy loam, undulating phase||2e|0.0000|1654145
GA121|WcB|Wickham sandy loam, 2 to 6 percent slopes|785|2e|0.0000|1672363
GA121|WcB|Wickham sandy loam, 2 to 6 percent slopes|785|2e|0.0000|2771317
GA121|Wd|Wickham fine sandy loam, eroded undulating phase||2e|0.0000|1654146
GA121|We|Worsham sandy loam, undulating phase||2e|0.0000|1654147
GA121|Wf|Worsham sandy loam, eroded undulating phase||2e|0.0000|1654148
GA121|Wg|Worsham sandy loam, eroded rolling phase||3e|0.0000|1654149
GA121|WmD|Wynott-Mecklenburg-Wilkes complex, 6 to 15 percent slopes|320|6s|0.0000|1672366
GA121|WuC|Wynott-Mecklenburg-Wilkes-urban land complex, 6 to 15 percent slopes||6e|6E-06|1674335
GA129|23E|Linker-Nella complex, 20 to 35 percent slopes||6e|0.0000|562712
GA129|23F|Linker-Nella complex, 35 to 60 percent slopes||7e|0.0000|562713
GA129|29B|Corryton silt loam, 2 to 6 percent slopes||2e|0.0000|544590
GA129|29D|Corryton silt loam, 6 to 15 percent slopes||4e|0.0000|544589
GA129|31B|Townley-Conasauga complex, 2 to 6 percent slopes||3e|0.0000|553708
GA129|31D|Townley-Conasauga complex, 6 to 15 percent slopes||6e|0.0000|553707
GA129|32E|Townley very gravelly loam, 15 to 30 percent slopes||7e|0.0000|553710
GA129|32F|Townley very gravelly loam, 30 to 45 percent slopes||7e|0.0000|553709
GA129|35A|Wax silt loam, 0 to 2 percent slopes, occasionally flooded||2w|0.0000|553712
GA129|35B|Wax silt loam, 2 to 6 percent slopes, rarely flooded||2e|0.0000|553711
GA129|39B|Shady-Whitwell complex, 2 to 6 percent slopes, rarely flooded||2e|0.0000|553713
GA129|40B|Shack-Minvale complex, 2 to 6 percent slopes||2e|0.0000|553716
GA129|40D|Shack-Minvale complex, 6 to 15 percent slopes||4e|0.0000|553718
GA129|40E|Minvale-Shack complex, 15 to 30 percent slopes||6e|0.0000|553717
GA129|42D|Bodine-Bigfork complex, 6 to 15 percent slopes||6s|0.0000|553720
GA129|42E|Bodine-Bigfork complex, 15 to 30 percent slopes||7s|0.0000|553719
GA129|42F|Bodine-Bigfork complex, 30 to 70 percent slopes||7s|0.0000|553715
GA129|43A|Colbert silt loam, 0 to 2 percent slopes||3w|0.0000|553714
GA129|43B|Colbert-Docena complex, 2 to 6 percent slopes||2e|0.0000|553721
GA129|44B|Conasauga-Lyerly complex, 2 to 6 percent slopes||3e|0.0000|530765
GA129|49B|Conasauga silt loam, 2 to 6 percent slopes||3e|0.0000|553722
GA129|54B|Dewey silt loam, 2 to 6 percent slopes||2e|0.0000|553723
GA129|54D|Dewey silt loam, 6 to 15 percent slopes||4e|0.0000|553724
GA129|54E|Dewey silt loam, 15 to 30 percent slopes||6e|0.0000|553727
GA129|58A|Etowah loam, 0 to 2 percent slopes||1|0.5050|553726
GA129|58B|Etowah loam, 2 to 6 percent slopes||2e|0.0000|553728
GA129|58C|Etowah loam, 6 to 15 percent slopes||4e|0.0000|553725
GA129|59B|Dewey-Enders complex, 2 to 6 percent slopes||2e|0.0000|553733
GA129|66B|Fullerton gravelly silt loam, 2 to 6 percent slopes||2e|0.0000|534911
GA129|66D|Fullerton gravelly silt loam, 6 to 15 percent slopes||4e|0.0000|553734
GA129|66F|Minvale-Bodine complex, 30 to 60 percent slopes||7s|0.0000|553735
GA129|69A|Ketona silty clay loam, occasionally flooded||4w|0.0000|553736
GA129|74B|Holston-Shack complex, 2 to 6 percent slopes||2e|0.0000|1949910
GA129|76E|Nella gravelly fine sandy loam, 15 to 30 percent slopes||6e|0.0000|553739
GA129|76F|Nella gravelly fine sandy loam, 30 to 60 percent slopes||7e|0.0000|553738
GA129|77A|Docena silt loam, 0 to 2 percent slopes||2w|0.0000|553740
GA129|78B|Sipsey-Shady complex, 2 to 6 percent slopes||2e|0.0000|553741
GA129|78D|Sunlight-Sipsey-Townley complex, 6 to 15 percent slopes||6e|0.0000|553742
GA129|78E|Enders-Sunlight complex, 15 to 30 percent slopes||7e|0.0000|553743
GA129|78F|Sunlight gravelly fine sandy loam, 30 to 60 percent slopes||7e|0.0000|553744
GA129|83G|Montevallo very gravelly loam, 45 to 70 percent slopes||7e|0.0000|553745
GA129|84D|Townley-Montevallo complex, 6 to 15 percent slopes||6e|0.0000|553746
GA129|84E|Montevallo-Townley complex, 15 to 30 percent slopes||7e|0.0000|553747
GA129|84F|Montevallo very channery loam, 30 to 70 percent slopes||7e|0.0000|553748
GA129|85D|Townley silt loam, 6 to 15 percent slopes||6e|0.0000|553749
GA129|89A|Chenneby silt loam, 0 to 2 percent slopes, occasionally flooded||2w|0.0000|553750
GA129|90A|Riverview and Wax soils, 0 to 3 percent slopes, occasionally flooded||2w|0.0000|553751
GA129|91A|Riverview fine sandy loam, 0 to 3 percent slopes, occasionally flooded||2w|0.0000|553752
GA129|92A|Ketona silty clay loam, 0 to 2 percent slopes, ponded||4w|0.0000|553753
GA129|92B|Ketona-Shady-Corryton complex, 2 to 6 percent slopes||2e|0.0000|553754
GA129|96A|Shellbluff silt loam, occasionally flooded||2w|0.0000|553755
GA129|96B|Salacoa-Docena complex, 2 to 6 percent slopes||2e|0.0000|553757
GA129|96C|Salacoa very channery  silt loam, 6 to 10 percent slopes||3e|0.0000|553756
GA129|97D|Enders loam, 6 to 15 percent slopes||4e|0.0000|553758
GA129|97E|Enders loam, 15 to 30 percent slopes||6e|0.0000|553759
GA129|99A|Whitwell fine sandy loam, 0 to 2 percent slopes, occasionally flooded||2w|0.0000|553761
GA129|99B|Whitwell-Conasauga complex, 2 to 6 percent slopes, rarely flooded||3e|0.0000|553760
GA129|108B|Marbledale sandy loam, 2 to 6 percent slopes||2e|0.0000|553762
GA129|108D|Marbledale sandy loam, 6 to 15 percent slopes||4e|0.0000|553765
GA129|108E|Dewey-Corryton complex, 15 to 30 percent slopes||6e|0.0000|553764
GA129|109E|Waynesboro sandy loam, 15 to 30 percent slopes||6e|0.0000|553763
GA129|125B|Shady loam, 2 to 6 percent slopes||2e|0.0000|553766
GA129|165|Pits, quarries|||99.0000|559078
GA129|166|Ultic Udarents, gravelly||8e|99.0000|559081
GA129|185|Ultic Udarents, channery||8e|99.0000|559080
GA129|191B|Subligna extremely gravelly sandy loam, 0 to 5 percent slopes, occasionally flooded||3s|0.0000|553767
GA129|200|Urban land, 2 to 10 percent slopes|||99.0000|559082
GA129|231B|Townley-Urban land complex, 2 to 6 percent slopes|||3.5E-06|535078
GA129|231D|Townley-Urban land complex, 2 to 15 percent slopes|||3.5E-06|562705
GA129|240D|Shack-Urban land complex, 6 to 15 percent slopes|||3.5E-06|562706
GA129|240E|Minvale-Urban land complex, 15 to 30 percent slopes|||3.5E-06|562707
GA129|249B|Conasauga-Urban land complex, 2 to 6 percent slopes|||3.5E-06|562708
GA129|252B|Dewey-Urban land complex, 2 to 6 percent slopes|||3.5E-06|559316
GA129|254D|Dewey-Urban land complex, 6 to 15 percent slopes|||3.5E-06|562709
GA129|266E|Fullerton-Urban land complex, 15 to 30 percent slopes|||3.5E-06|559317
GA129|269A|Ketona-Urban land complex, 0 to 2 percent slopes|||3.5E-06|562710
GA129|277A|Docena-Urban land complex, 0 to 2 percent slopes|||3.5E-06|562711
GA129|284E|Montevallo-Urban land complex, 10 to 25 percent slopes|||3.5E-06|559318
GA129|298F|Hector-Townley-Rock outcrop complex, 5 to 35 percent slopes||8s|2E-06|553768
GA129|335D|Tsali-Junaluska complex, 6 to 15 percent slopes||4e|0.0000|553771
GA129|335E|Cataska-Junaluska complex, 15 to 25 percent slopes||6e|0.0000|553770
GA129|335F|Cataska-Junaluska complex, 25 to 45 percent slopes||7e|0.0000|553772
GA129|384G|Cataska channery silt loam, 45 to 70 percent slopes, very rocky||7s|0.0000|553774
GA129|389A|Arkaqua loam, 0 to 2 percent slopes, occasionally flooded||4w|0.0000|553776
GA129|391A|Suches loam, 0 to 2 percent slopes, occasionally flooded||2w|0.0000|553775
GA129|397C|Shelocta channery loam, 5 to 15 percent slopes||4e|0.0000|553777
GA129|AaB2|Allen fine sandy loam, 2 to 6 percent slopes, eroded|320|2e|0.0000|531795
GA129|AaB2-c|Allen fine sandy loam, 2 to 6 percent slopes, eroded|320|2e|0.0000|559085
GA129|AaB2-s|Allen fine sandy loam, 2 to 6 percent slopes, eroded|320|2e|0.0000|2027502
GA129|AaC2|Allen fine sandy loam, 6 to 10 percent slopes, eroded|470|3e|0.0000|531796
GA129|AaC2-c|Allen fine sandy loam, 6 to 10 percent slopes, eroded|470|4e|0.0000|530997
GA129|AaC2-s|Allen fine sandy loam, 6 to 10 percent slopes, eroded|470|4e|0.0000|2027503
GA129|AaD|Allen fine sandy loam, 10 to 15 percent slopes|430|4e|0.0000|531797
GA129|AaD|Allen fine sandy loam, 10 to 15 percent slopes|205|4e|0.0000|2027505
GA129|AaD2|Allen fine sandy loam, 10 to 15 percent slopes, eroded|205|4e|0.0000|531798
GA129|AaD2|Allen fine sandy loam, 10 to 15 percent slopes, eroded|205|4e|0.0000|559092
GA129|AaE|Allen fine sandy loam, 15 to 25 percent slopes|2175|6e|0.0000|531799
GA129|AaE|Allen fine sandy loam, 15 to 25 percent slopes|2175|6e|0.0000|559093
GA129|AbC3|Allen fine sandy clay loam, 6 to 10 percent slopes, severely eroded|230|4e|0.0000|531800
GA129|AbC3-c|Allen fine sandy clay loam, 6 to 10 percent slopes, severely eroded|230|4e|0.0000|559094
GA129|AbC3-s|Allen fine sandy clay loam, 6 to 10 percent slopes, severely eroded|230|4e|0.0000|2027504
GA129|AbE3|Allen fine sandy clay loam, 15 to 25 percent slopes, severely eroded|305|6e|0.0000|531801
GA129|AbE3|Allen fine sandy clay loam, 15 to 25 percent slopes, severely eroded|305|6e|0.0000|559095
GA129|ArA|Arkaqua loam, 0 to 2 percent slopes, occasionally flooded|830|4w|0.0000|2023859
GA129|Atk|Atkins silt loam|1590|6w|0.0000|531802
GA129|Atk|Atkins silt loam|1590|4w|0.0000|559096
GA129|AyF|Allen stony fine sandy loam, 25 to 60 percent slopes|3655|7s|0.0000|531803
GA129|AyF|Allen stony fine sandy loam, 25 to 60 percent slopes|3655|7e|0.0000|559097
GA129|BoD|Bodine very gravelly silt loam, 6 to 15 percent slopes|620|6s|0.0000|2109006
GA129|BoE|Bodine very gravelly silt loam, 15 to 30 percent slopes|1015|7s|0.0000|2109004
GA129|BoF|Bodine very gravelly silt loam, 30 to 70 percent slopes|3340|7s|0.0000|2109005
GA129|BzE|Bodine very stony silt loam, 15 to 25 percent slopes|230|7s|0.0000|531804
GA129|BzE|Bodine very stony silt loam, 15 to 25 percent slopes|230|7s|0.0000|559098
GA129|BzF|Bodine very stony silt loam, 25 to 60 percent slopes|4440|7s|0.0000|531805
GA129|BzF|Bodine very stony silt loam, 25 to 60 percent slopes|4440|7s|0.0000|559099
GA129|CaG|Cataska channery silt loam, 45 to 70 percent slopes, very rocky|5235|7s|0.0000|2023858
GA129|CBA|Captina silt loam, 0 to 2 percent slopes|275|2w|0.0000|531806
GA129|CBA|Captina silt loam, 0 to 2 percent slopes|275|2w|0.0000|559100
GA129|CbE|Cataska-Junaluska complex, 15 to 25 percent slopes|4265|6e|0.0000|2023856
GA129|CbF|Cataska-Junaluska complex, 25 to 45 percent slopes|4975|7e|0.0000|2023857
GA129|CDB|Christian fine sandy loam, 2 to 6 percent slopes|1640|2e|0.0000|531807
GA129|CDB|Christian fine sandy loam, 2 to 6 percent slopes|1640|2e|0.0000|559101
GA129|CDC|Christian fine sandy loam, 6 to 10 percent slopes|805|3e|0.0000|531808
GA129|CDC|Christian fine sandy loam, 6 to 10 percent slopes|805|3e|0.0000|559102
GA129|CDD|Christian fine sandy loam, 10 to 15 percent slopes|210|4e|0.0000|531809
GA129|CDD|Christian fine sandy loam, 10 to 15 percent slopes|210|4e|0.0000|559103
GA129|CDE|Christian fine sandy loam, 15 to 25 percent slopes|200|6e|0.0000|531810
GA129|CDE|Christian fine sandy loam, 15 to 25 percent slopes|200|6e|0.0000|559104
GA129|CeA|Chenneby silt loam, 0 to 2 percent slopes, occasionally flooded|8025|2w|0.0000|2023825
GA129|CeA|Chenneby silt loam, 0 to 2 percent slopes, occasionally flooded|8025|2w|0.0000|3189460
GA129|CEB3|Christian fine sandy clay loam, 2 to 6 percent slopes, severely eroded|505|2e|0.0000|531811
GA129|CEB3|Christian fine sandy clay loam, 2 to 6 percent slopes, severely eroded|505|2e|0.0000|559105
GA129|CEC3|Christian fine sandy clay loam, 6 to 10 percent slopes, severely eroded|3740|3e|0.0000|531812
GA129|CEC3|Christian fine sandy clay loam, 6 to 10 percent slopes, severely eroded|3740|3e|0.0000|559106
GA129|CED3|Christian fine sandy clay loam, 10 to 15 percent slopes, severely eroded|2585|4e|0.0000|531813
GA129|CED3|Christian fine sandy clay loam, 10 to 15 percent slopes, severely eroded|2585|4e|0.0000|559107
GA129|CEE3|Christian fine sandy clay loam, 15 to 25 percent slopes, severely eroded|470|6e|0.0000|531814
GA129|CEE3|Christian fine sandy clay loam, 15 to 25 percent slopes, severely eroded|470|6e|0.0000|559108
GA129|CfA|Colbert silt loam, 0 to 2 percent slopes|1455|3w|0.0000|2023798
GA129|CHB|Clarksville cherty silt loam, 2 to 6 percent slopes|700|2e|0.0000|531815
GA129|CHB|Clarksville cherty silt loam, 2 to 6 percent slopes|700|2e|0.0000|559109
GA129|CHC2|Clarksville cherty silt loam, 6 to 10 percent slopes, eroded|1135|3e|0.0000|531816
GA129|CHC2|Clarksville cherty silt loam, 6 to 10 percent slopes, eroded|1135|3e|0.0000|559110
GA129|CHD|Clarksville cherty silt loam, 10 to 15 percent slopes|1960|4e|0.0000|531817
GA129|CHD|Clarksville cherty silt loam, 10 to 15 percent slopes|1960|4e|0.0000|559111
GA129|CHE|Clarksville cherty silt loam, 15 to 25 percent slopes|1985|6e|0.0000|531818
GA129|CHE|Clarksville cherty silt loam, 15 to 25 percent slopes|1985|6e|0.0000|559112
GA129|CHE2|Clarksville cherty silt loam, 15 to 25 percent slopes, eroded|3395|6e|0.0000|531819
GA129|CHE2|Clarksville cherty silt loam, 15 to 25 percent slopes, eroded|3395|6e|0.0000|559113
GA129|CID3|Clarksville cherty silty clay loam, 10 to 15 percent slopes, severely eroded|70|6e|0.0000|559114
GA129|ClD3|Clarksville cherty silty clay loam, 10 to 15 percent slopes, severely eroded|70|6e|0.0000|531833
GA129|CME|Colbert very rocky silt loam, 15 to 25 percent slopes|155|7s|0.0000|531820
GA129|CME|Colbert very rocky silt loam, 15 to 25 percent slopes|155|7s|0.0000|559115
GA129|CnB|Colbert-Docena complex, 2 to 6 percent slopes|505|2e|0.0000|2023799
GA129|CoB|Conasauga silt loam, 2 to 6 percent slopes|5870|3e|0.0000|2023801
GA129|CRA|Conasauga silt loam, 0 to 2 percent slopes|930|3e|0.0000|531821
GA129|CRA|Conasauga silt loam, 0 to 2 percent slopes|930|3w|0.0000|559116
GA129|CRB|Conasauga silt loam, 2 to 6 percent slopes|1835|3e|0.0000|531822
GA129|CRB|Conasauga silt loam, 2 to 6 percent slopes|1835|3e|0.0000|559117
GA129|CRB2|Conasauga silt loam, 2 to 6 percent slopes, eroded|1495|3e|0.0000|531823
GA129|CRB2|Conasauga silt loam, 2 to 6 percent slopes, eroded|1495|3e|0.0000|559118
GA129|CSB|Conasauga shaly complex, 2 to 6 percent slopes|435|3s|0.0000|531824
GA129|CSB|Conasauga shaly complex, 2 to 6 percent slopes|435|3s|0.0000|559119
GA129|CSB2|Conasauga shaly complex, 2 to 6 percent slopes, eroded|225|3s|0.0000|531825
GA129|CSB2|Conasauga shaly complex, 2 to 6 percent slopes, eroded|225|3s|0.0000|559120
GA129|CSC2|Conasauga shaly complex, 6 to 10 percent slopes, eroded|585|4s|0.0000|531826
GA129|CSC2|Conasauga shaly complex, 6 to 10 percent slopes, eroded|585|4s|0.0000|559121
GA129|CSC3|Conasauga shaly complex, 6 to 10 percent slopes, severely eroded|215|4s|0.0000|531827
GA129|CSC3|Conasauga shaly complex, 6 to 10 percent slopes, severely eroded|215|4s|0.0000|559122
GA129|CSD|Conasauga shaly complex, 10 to 15 percent slopes|335|6e|0.0000|531828
GA129|CSD|Conasauga shaly complex, 10 to 15 percent slopes|335|6e|0.0000|559123
GA129|CUB|Cumberland loam, 2 to 6 percent slopes|305|2e|0.0000|531829
GA129|CUB|Cumberland loam, 2 to 6 percent slopes|305|2e|0.0000|559124
GA129|CuB|Conasauga-Urban land complex, 2 to 6 percent slopes|405||3.5E-06|2023848
GA129|CUC2|Cumberland loam, 6 to 10 percent slopes, eroded|75|3e|0.0000|531830
