"","ï..STATE","STATION_NA","ELEVATION_","AVG_LENGTH_28","AVG_LENGTH_32","ANN_GDD50","Estimated_GDD","ANN_TNORM_","C_Degrees","marine_32","Marine_32_b","mcc_ratio_32","exponent_gdd_32","exponent_32xmarine32","gdd_calc","gdd_calc.marine32","mcc_ratio_28","exponent.gdd_28","exponent28.marine28","marine_32_b.gdd_calc","new_station_name","ANN_GDD50_new","ANN_GDD5086","long","lat","optional"
"912","WY","SUNDANCE",4750,145,113,1975,1850.006425,43.7,6.5,1,1,17.38461538,0.828947057,0.828947057,0.303780142,0.303780142,22.30769231,0.888045104,0.888045104,0.303780142,"SUNDANCE",1881,2151,-111.5767,40.3914,TRUE
"913","MT","AUGUSTA",4070,134,108,1707,1850.060152,44.2,6.777777778,1,1,15.93442623,0.855121059,0.855121059,0.303796512,0.303796512,19.7704918,0.904332292,0.904332292,0.303796512,"AUGUSTA",NA,NA,-91.3533,35.2894,TRUE
"917","MT","MILDRED 5 N",2510,137,118,2254,1854.889119,43.3,6.277777778,1,1,18.79646018,0.809268315,0.809268315,0.305267861,0.305267861,21.82300885,0.843044595,0.843044595,0.305267861,"MILDRED 5 N",2195,2681,-104.9622,46.7614,TRUE
"918","MT","SUNBURST 8 E",3700,150,117,1863,1855.929605,43.4,6.333333333,1,1,18.47368421,0.814674856,0.814674856,0.305584889,0.305584889,23.68421053,0.874635649,0.874635649,0.305584889,"SUNBURST 8 E",1719,2204,-111.7275,48.8869,TRUE
"919","NY","ANGELICA",1445,145,116,1697,1856.814059,43.5,6.388888889,1,1,18.15652174,0.820054411,0.820054411,0.305854375,0.305854375,22.69565217,0.872864846,0.872864846,0.305854375,"ANGELICA",1875,2525,-78.0231,42.3108,TRUE
"920","MT","CARTER 14 W",3450,150,115,1966,1857.54214,43.6,6.444444444,1,1,17.84482759,0.825407073,0.825407073,0.306076216,0.306076216,23.27586207,0.889980134,0.889980134,0.306076216,"CARTER 14 W",2003,2565,-111.2203,47.7922,TRUE
"923","WY","DILLINGER",4310,134,109,2082,1858.608393,44.2,6.777777778,1,1,16.08196721,0.856963321,0.856963321,0.306401095,0.306401095,19.7704918,0.904332292,0.904332292,0.306401095,"DILLINGER",2202,2706,-105.1175,44.0992,TRUE
"924","MT","JORDAN 23 ENE",2385,129,112,2275,1858.784819,43.9,6.611111111,1,1,16.94117647,0.841304596,0.841304596,0.306454851,0.306454851,19.51260504,0.872653849,0.872653849,0.306454851,"JORDAN 23 ENE",2223,2808,-106.4681,47.4819,TRUE
"925","WY","LUSK 2 SW",5090,135,112,1816,1858.784819,43.9,6.611111111,1,1,16.94117647,0.841304596,0.841304596,0.306454851,0.306454851,20.42016807,0.883994986,0.883994986,0.306454851,"LUSK 2 SW",1936,2509,-104.4811,42.7506,TRUE
"927","WY","DEAD HORSE CREEK",4440,135,111,2043,1858.884109,44,6.666666667,1,1,16.65,0.846550585,0.846550585,0.306485103,0.306485103,20.25,0.891423516,0.891423516,0.306485103,"DEAD HORSE CREEK",2219,2681,-105.9,44.1833,TRUE
"929","MT","WYOLA 1 SW",3730,130,103,1945,1861.785439,44.9,7.166666667,1,1,14.37209302,0.894508189,0.894508189,0.307369116,0.307369116,18.13953488,0.948024126,0.948024126,0.307369116,"WYOLA 1 SW",2047,2855,-107.4061,45.1217,TRUE
"930","ND","MOFFIT 3 SE",1800,139,125,2450,1861.950881,42.8,6,1,1,20.83333333,0.785199969,0.785199969,0.307419525,0.307419525,23.16666667,0.809217236,0.809217236,0.307419525,"MOFFIT 3 SE",2507,2855,-100.2294,46.6706,TRUE
"932","WI","CUMBERLAND",1240,177,148,2258,1862.55201,41.8,5.444444444,1,0.95,27.18367347,0.748650527,0.711218001,0.323792299,0.323792299,32.51020408,0.796862644,0.796862644,0.307602684,"CUMBERLAND",NA,NA,-94.8667,41.2667,TRUE
"934","MT","SWEETGRASS",3466,154,116,1959,1865.542877,43.6,6.444444444,1,1,18,0.827185319,0.827185319,0.308513978,0.308513978,23.89655172,0.897674402,0.897674402,0.308513978,"SWEETGRASS",1716,2240,-111.9642,48.9972,TRUE
"935","PA","BRADFORD RGNL AP",2117,138,107,1822,1865.800662,44.5,6.944444444,1,1,15.408,0.87426512,0.87426512,0.308592524,0.308592524,19.872,0.934580575,0.934580575,0.308592524,"BRADFORD RGNL AP",1777,2255,-78.6403,41.8031,TRUE
"936","MI","DETOUR VILLAGE",595,182,156,1654,1865.829066,41.4,5.222222222,0.95,0.95,29.87234043,0.730563499,0.694035324,0.324843345,0.308601178,34.85106383,0.772606588,0.733976258,0.308601178,"DETOUR VILLAGE",1777,1959,-83.9014,45.9983,TRUE
"937","MT","HYSHAM 25 SSE",3100,134,108,2133,1866.405401,44.4,6.888888889,1,1,15.67741935,0.869139437,0.869139437,0.308776783,0.308776783,19.4516129,0.919157412,0.919157412,0.308776783,"HYSHAM 25 SSE",2176,2745,-107.1375,45.9353,TRUE
"938","MT","BIG SANDY",2770,138,114,2104,1866.704227,43.8,6.555555556,1,1,17.38983051,0.837833212,0.837833212,0.308867833,0.308867833,21.05084746,0.882244063,0.882244063,0.308867833,"BIG SANDY",2216,2688,-110.0592,48.1347,TRUE
"939","WY","SHELL",4190,140,113,2070,1867.04927,43.9,6.611111111,1,1,17.09243697,0.843117092,0.843117092,0.308972965,0.308972965,21.17647059,0.893558443,0.893558443,0.308972965,"SHELL",2258,2831,-107.7775,44.5353,TRUE
"940","ND","PRETTY ROCK",2480,140,122,2258,1867.452286,43.1,6.166666667,1,1,19.78378378,0.801817629,0.801817629,0.30909576,0.30909576,22.7027027,0.833487287,0.833487287,0.30909576,"PRETTY ROCK",2312,2705,-101.8561,46.1758,TRUE
"941","WI","BLOOMER",980,161,138,2333,1868.307495,42.7,5.944444444,1,0.93,23.21495327,0.800000972,0.744000904,0.332641221,0.332641221,27.08411215,0.840595489,0.840595489,0.309356336,"BLOOMER",2369,2664,-91.4864,45.0908,TRUE
"943","ND","NEW ENGLAND",2639,146,126,2155,1869.219098,42.8,6,1,1,21,0.786891594,0.786891594,0.309634095,0.309634095,24.33333333,0.821499966,0.821499966,0.309634095,"NEW ENGLAND",2186,2612,-102.8692,46.5414,TRUE
"944","AK","PETERSBURG 1",107,186,140,624,1871.602844,42.6,5.888888889,1,0.93,23.77358491,0.795942815,0.740226818,0.333720864,0.333720864,31.58490566,0.878769444,0.834830972,0.310360403,"PETERSBURG 1",613,913,-132.9372,56.8056,TRUE
"945","MT","GLASGOW INTL AP",2294,160,140,2290,1871.602844,42.6,5.888888889,1,0.93,23.77358491,0.795942815,0.740226818,0.333720864,0.333720864,27.16981132,0.83094927,0.83094927,0.310360403,"GLASGOW INTL AP",2293,2622,-106.6213,48.2138,TRUE
"946","MT","MALTA 35 S",2650,137,118,2198,1872.62167,43.5,6.388888889,1,1,18.46956522,0.823591648,0.823591648,0.310670832,0.310670832,21.44347826,0.857965738,0.857965738,0.310670832,"MALTA 35 S",2290,2775,-107.9556,47.8417,TRUE
"948","SD","LUDLOW 3 SSE",2990,142,123,2091,1874.979596,43.1,6.166666667,1,1,19.94594595,0.803545055,0.803545055,0.311389273,0.311389273,23.02702703,0.837082465,0.837082465,0.311389273,"LUDLOW 3 SSE",2221,2611,-103.3719,45.785,TRUE
"949","MT","BUSBY",3430,132,109,2121,1875.093776,44.4,6.888888889,1,1,15.82258065,0.8710119,0.8710119,0.311424064,0.311424064,19.16129032,0.915209731,0.915209731,0.311424064,"BUSBY",2125,2759,-106.9597,45.5397,TRUE
"951","MT","SHONKIN 7 S",4300,140,112,1699,1875.688766,44.1,6.722222222,1,1,16.66115702,0.855444169,0.855444169,0.311605352,0.311605352,20.82644628,0.908576232,0.908576232,0.311605352,"SHONKIN 7 S",1838,2226,-110.5764,47.5314,TRUE
"955","SD","CLEAR LAKE",1800,164,144,2346,1877.246882,42.4,5.777777778,1,0.93,24.92307692,0.787676465,0.732539113,0.335569998,0.335569998,28.38461538,0.822319357,0.822319357,0.312080098,"CLEAR LAKE",NA,NA,-94,45.45,TRUE
"956","WI","MARSHFIELD EXP FARM",1250,161,138,2208,1877.79635,42.8,6,1,0.93,23,0.807477617,0.750954184,0.335750018,0.335750018,26.83333333,0.848451522,0.848451522,0.312247517,"MARSHFIELD EXP FARM",2306,2626,-90.1333,44.6411,TRUE
"957","WV","CANAAN VALLEY",3249,130,99,1746,1877.809209,45.6,7.555555556,1,1,13.10294118,0.934964217,0.934964217,0.312251435,0.312251435,17.20588235,0.999467296,0.999467296,0.312251435,"CANAAN VALLEY",2068,2671,-79.4167,39.05,TRUE
"958","ND","TROTTERS 3 SSE",2420,147,130,2155,1878.748671,42.6,5.888888889,1,1,22.0754717,0.778996569,0.778996569,0.312537682,0.312537682,24.96226415,0.808024059,0.808024059,0.312537682,"TROTTERS 3 SSE",2254,2597,-103.9006,47.2842,TRUE
"959","NY","ELIZABETHTOWN",620,152,120,1967,1879.350671,43.4,6.333333333,1,1,18.94736842,0.819951584,0.819951584,0.312721106,0.312721106,24,0.878408317,0.878408317,0.312721106,"ELIZABETHTOWN",NA,NA,-88.3,37.45,TRUE
"961","OR","PAISLEY",4360,131,83,1924,1879.40164,48.1,8.944444444,1,1,9.279503106,1.069369622,1.069369622,0.312736636,0.312736636,14.64596273,1.185741958,1.185741958,0.312736636,"PAISLEY",1900,2747,-120.5403,42.6922,TRUE
"962","ND","BEACH",2789,140,119,2234,1880.497223,43.5,6.388888889,1,1,18.62608696,0.825365983,0.825365983,0.313070452,0.313070452,21.91304348,0.863522865,0.863522865,0.313070452,"BEACH",2162,2568,-104.0158,46.9283,TRUE
"965","MT","STEVENSVILLE",3375,125,101,1679,1881.850176,45.4,7.444444444,1,1,13.56716418,0.925188326,0.925188326,0.313482686,0.313482686,16.79104478,0.974229592,0.974229592,0.313482686,"STEVENSVILLE",1965,2682,-114.0911,46.5136,TRUE
"966","MT","STANFORD",4860,133,107,1846,1882.005473,44.7,7.055555556,1,1,15.16535433,0.888253362,0.888253362,0.313530004,0.313530004,18.8503937,0.939371321,0.939371321,0.313530004,"STANFORD",NA,NA,-110.2167,47.15,TRUE
"971","MI","CHEBOYGAN",590,167,144,1804,1887.095409,42.5,5.833333333,1,0.93,24.68571429,0.795250277,0.739582758,0.338796632,0.338796632,28.62857143,0.835603729,0.835603729,0.315080868,"CHEBOYGAN",1877,2159,-84.4725,45.6528,TRUE
"975","ME","JONESBORO",185,168,140,1517,1890.821765,42.8,6,1,0.93,23.33333333,0.810960604,0.754193362,0.340017484,0.340017484,28,0.861329771,0.861329771,0.31621626,"JONESBORO",5020,5228,-84.3544,33.5311,TRUE
"977","NY","CANTON 4 SE",440,155,124,2045,1891.762645,43.2,6.222222222,1,1,19.92857143,0.812530943,0.812530943,0.316502939,0.316502939,24.91071429,0.868587364,0.868587364,0.316502939,"CANTON 4 SE",2155,2483,-75.1097,44.5772,TRUE
"979","WY","KEELINE 3 W",5282,134,104,2054,1894.592657,45.2,7.333333333,1,1,14.18181818,0.917282639,0.917282639,0.317365221,0.317365221,18.27272727,0.97845789,0.97845789,0.317365221,"KEELINE 3 W",NA,NA,-104.7833,42.7667,TRUE
"980","NV","PARADISE VALLEY 1 NW",4675,114,86,2086,1895.037116,47.8,8.777777778,1,1,9.797468354,1.056240827,1.056240827,0.317500645,0.317500645,12.98734177,1.12184447,1.12184447,0.317500645,"PARADISE VALLEY 1 NW",2168,3118,-117.5478,41.5022,TRUE
"982","MI","BOYNE FALLS",735,141,107,2172,1898.210283,44.9,7.166666667,1,1,14.93023256,0.902241604,0.902241604,0.318467484,0.318467484,19.6744186,0.97073423,0.97073423,0.318467484,"BOYNE FALLS",2423,2789,-84.9139,45.1672,TRUE
"983","NM","CLOUDCROFT",8660,148,119,925,1898.36674,43.7,6.5,1,1,18.30769231,0.839720174,0.839720174,0.318515155,0.318515155,22.76923077,0.893797058,0.893797058,0.318515155,"CLOUDCROFT",NA,NA,-105.75,32.9667,TRUE
"984","WA","PLAIN",1940,140,108,1472,1899.095898,44.8,7.111111111,1,1,15.1875,0.897176193,0.897176193,0.318737324,0.318737324,19.6875,0.961138494,0.961138494,0.318737324,"PLAIN",1594,2246,-120.6456,47.785,TRUE
"985","ID","SILVER CITY 5 W",6160,134,99,1932,1900.415295,45.9,7.722222222,1,1,12.82014388,0.955588428,0.955588428,0.319139334,0.319139334,17.35251799,1.030345808,1.030345808,0.319139334,"SILVER CITY 5 W",2002,2330,-116.8317,43.0022,TRUE
"987","MA","BIRCH HILL DAM",864,146,111,1871,1900.795947,44.5,6.944444444,1,1,15.984,0.881823526,0.881823526,0.319255316,0.319255316,21.024,0.950810146,0.950810146,0.319255316,"BIRCH HILL DAM",2096,2587,-72.1228,42.6325,TRUE
"988","WA","MAZAMA",2170,144,114,1793,1901.067082,44.2,6.777777778,1,1,16.81967213,0.866234338,0.866234338,0.319337929,0.319337929,21.24590164,0.924005084,0.924005084,0.319337929,"MAZAMA",1869,2327,-120.4275,48.6008,TRUE
"990","ND","FULLERTON 1 ESE",1435,151,132,2408,1902.618959,42.7,5.944444444,1,1,22.20560748,0.789737429,0.789737429,0.319810774,0.319810774,25.40186916,0.822698552,0.822698552,0.319810774,"FULLERTON 1 ESE",2347,2682,-98.4,46.1581,TRUE
"991","MT","HAVRE CITY CO AP",2585,146,128,2104,1902.785953,43,6.111111111,1,1,20.94545455,0.804920708,0.804920708,0.319861655,0.319861655,23.89090909,0.836712929,0.836712929,0.319861655,"HAVRE CITY CO AP",2027,2519,-109.7633,48.5428,TRUE
"992","VT","ROCHESTER",830,152,128,1797,1902.785953,43,6.111111111,1,1,20.94545455,0.804920708,0.804920708,0.319861655,0.319861655,24.87272727,0.847586972,0.847586972,0.319861655,"ROCHESTER",3014,3278,-86.2097,41.0664,TRUE
"993","OR","HALFWAY",2665,133,95,1987,1904.025056,46.5,8.055555556,1,1,11.79310345,0.988292626,0.988292626,0.320239201,0.320239201,16.51034483,1.072510563,1.072510563,0.320239201,"HALFWAY",NA,NA,-88.85,37.8,TRUE
"994","OR","IRONSIDE 2 W",3915,140,107,1947,1906.312689,45,7.222222222,1,1,14.81538462,0.909235725,0.909235725,0.320936224,0.320936224,19.38461538,0.976156282,0.976156282,0.320936224,"IRONSIDE 2 W",2066,2607,-117.9964,44.3247,TRUE
"995","NY","FRANKLINVILLE",1550,145,118,1762,1908.086771,43.9,6.611111111,1,1,17.8487395,0.852238314,0.852238314,0.321476774,0.321476774,21.93277311,0.903225362,0.903225362,0.321476774,"FRANKLINVILLE",1900,2381,-78.4636,42.3294,TRUE
"996","MT","RAYNESFORD 2 NNW",4215,139,113,1787,1909.656382,44.4,6.888888889,1,1,16.40322581,0.87854218,0.87854218,0.321955022,0.321955022,20.17741935,0.929101271,0.929101271,0.321955022,"RAYNESFORD 2 NNW",1771,2317,-110.7456,47.2972,TRUE
"997","AZ","GREER",8490,134,114,1175,1909.657796,44.3,6.833333333,1,1,16.68292683,0.873334619,0.873334619,0.321955453,0.321955453,19.6097561,0.911744852,0.911744852,0.321955453,"GREER",1060,2076,-109.4519,34.0219,TRUE
"998","NM","CERRO",7650,133,114,1637,1909.657796,44.3,6.833333333,1,1,16.68292683,0.873334619,0.873334619,0.321955453,0.321955453,19.46341463,0.909784823,0.909784823,0.321955453,"CERRO",1618,2582,-105.5956,36.7408,TRUE
"999","UT","HIAWATHA",7284,143,114,1829,1909.657796,44.3,6.833333333,1,1,16.68292683,0.873334619,0.873334619,0.321955453,0.321955453,20.92682927,0.929576229,0.929576229,0.321955453,"HIAWATHA",NA,NA,-108.6167,40.9833,TRUE
"1000","WA","ANACORTES",20,296,246,1698,1909.950901,51,10.55555556,0.41,0.35,23.30526316,1.792258358,0.627290425,0.920127884,0.377252433,28.04210526,1.995869879,0.81830665,0.322044759,"ANACORTES",1815,2146,-122.6136,48.5119,TRUE
"1001","OR","LAKEVIEW 2 NNW",4778,132,95,1851,1911.273505,46.6,8.111111111,1,1,11.71232877,0.995108438,0.995108438,0.322447747,0.322447747,16.2739726,1.077585651,1.077585651,0.322447747,"LAKEVIEW 2 NNW",1830,2528,-120.3678,42.2414,TRUE
"1002","MI","ESCANABA",591,181,153,1743,1912.878416,42,5.555555556,1,0.95,27.54,0.772193639,0.733583957,0.339933422,0.339933422,32.58,0.82015497,0.779147222,0.322936751,"ESCANABA",1621,1920,-87.0939,45.7181,TRUE
"1003","SD","WEBSTER",1855,156,145,2412,1913.139009,42.7,5.944444444,1,0.93,24.39252336,0.812143813,0.755293746,0.347329195,0.347329195,26.24299065,0.831598877,0.831598877,0.323016151,"WEBSTER",NA,NA,-71.8833,42.05,TRUE
"1004","OR","METOLIUS 1 W",2503,122,87,1714,1913.254059,47.9,8.833333333,1,1,9.849056604,1.065215849,1.065215849,0.323051206,0.323051206,13.81132075,1.148549577,1.148549577,0.323051206,"METOLIUS 1 W",1668,2518,-121.1833,44.5833,TRUE
"1005","ME","MADISON",260,168,135,1796,1913.75583,42.6,5.888888889,1,1,22.9245283,0.787424105,0.787424105,0.323204092,0.323204092,28.52830189,0.845379219,0.845379219,0.323204092,"MADISON",NA,NA,-86.75,34.7,TRUE
"1007","WY","MUDDY GAP",6245,135,108,2037,1915.441146,45,7.222222222,1,1,14.95384615,0.911194571,0.911194571,0.323717595,0.323717595,18.69230769,0.965708809,0.965708809,0.323717595,"MUDDY GAP",2132,2645,-107.4444,42.3628,TRUE
"1008","WI","CLINTONVILLE",800,162,141,2105,1916.644697,43,6.111111111,1,0.93,23.07272727,0.82775787,0.769814819,0.34847775,0.34847775,26.50909091,0.86602533,0.86602533,0.324084308,"CLINTONVILLE",2213,2553,-88.7483,44.6228,TRUE
"1009","ND","HARVEY",1600,155,134,2457,1916.734617,42.7,5.944444444,1,1,22.54205607,0.793143895,0.793143895,0.324111705,0.324111705,26.07476636,0.829811142,0.829811142,0.324111705,"HARVEY",NA,NA,-87.3544,46.4908,TRUE
"1010","SD","SELBY",1870,150,134,2352,1916.734617,42.7,5.944444444,1,1,22.54205607,0.793143895,0.793143895,0.324111705,0.324111705,25.23364486,0.820929951,0.820929951,0.324111705,"SELBY",2540,2799,-100.0356,45.51,TRUE
"1011","MT","BROCKWAY 3 WSW",2630,137,117,2347,1917.513001,44.1,6.722222222,1,1,17.40495868,0.86469875,0.86469875,0.324348873,0.324348873,20.38016529,0.902729168,0.902729168,0.324348873,"BROCKWAY 3 WSW",2268,2718,-105.83,47.2875,TRUE
"1012","NY","BOLIVAR",1580,139,111,1852,1917.560682,44.7,7.055555556,1,1,15.73228346,0.895932702,0.895932702,0.324363401,0.324363401,19.7007874,0.951579528,0.951579528,0.324363401,"BOLIVAR",1943,2483,-78.2064,42.1225,TRUE
"1013","SD","CAMP CROOK",3120,134,111,2290,1917.560682,44.7,7.055555556,1,1,15.73228346,0.895932702,0.895932702,0.324363401,0.324363401,18.99212598,0.941395091,0.941395091,0.324363401,"CAMP CROOK",2331,2822,-103.9744,45.5489,TRUE
"1014","WA","WILBUR",2230,146,100,1879,1917.944237,46,7.777777778,1,1,12.85714286,0.964536684,0.964536684,0.324480267,0.324480267,18.77142857,1.064907364,1.064907364,0.324480267,"WILBUR",1881,2445,-118.7239,47.7681,TRUE
"1016","ID","MALTA 4 ESE",4590,130,93,2045,1918.627197,47,8.333333333,1,1,11.16,1.017980708,1.017980708,0.32468836,0.32468836,15.6,1.102353635,1.102353635,0.32468836,"MALTA 4 ESE",1979,2689,-113.3042,42.2917,TRUE
"1017","VT","WATERBURY 2 SSE",760,156,133,1823,1919.562148,42.8,6,1,1,22.16666667,0.798835454,0.798835454,0.324973232,0.324973232,26,0.839370829,0.839370829,0.324973232,"WATERBURY 2 SSE",1927,2291,-72.75,44.3167,TRUE
"1020","CO","SALIDA",7160,132,107,1637,1922.517499,45.2,7.333333333,1,1,14.59090909,0.923223967,0.923223967,0.325873705,0.325873705,18,0.97425552,0.97425552,0.325873705,"SALIDA",1690,2757,-106.0158,38.5328,TRUE
"1022","MT","PLEVNA",2780,138,119,2301,1925.171015,44,6.666666667,1,1,17.85,0.861251461,0.861251461,0.326682211,0.326682211,20.7,0.897197352,0.897197352,0.326682211,"PLEVNA",NA,NA,-98.3,37.9667,TRUE
"1023","WI","BARABOO",823,148,126,2142,1925.675715,43.4,6.333333333,1,1,19.89473684,0.830607794,0.830607794,0.326835989,0.326835989,23.36842105,0.870879184,0.870879184,0.326835989,"BARABOO",2470,2846,-89.7269,43.4583,TRUE
"1024","MA","CHESTER 2",640,110,95,2448,1925.770402,46.8,8.222222222,1,1,11.55405405,1.00874006,1.00874006,0.326864839,0.326864839,13.37837838,1.041834539,1.041834539,0.326864839,"CHESTER 2",NA,NA,-72.9833,42.3,TRUE
"1025","SD","CLARK",1780,163,147,2366,1925.773079,42.7,5.944444444,1,0.93,24.72897196,0.815646927,0.758551642,0.351468446,0.351468446,27.42056075,0.844221327,0.844221327,0.326865655,"CLARK",2394,2665,-97.7325,44.8817,TRUE
"1026","ND","MEDORA",2290,137,116,2350,1926.644602,44.3,6.833333333,1,1,16.97560976,0.877101675,0.877101675,0.327131201,0.327131201,20.04878049,0.917650311,0.917650311,0.327131201,"MEDORA",NA,NA,-97.85,38.15,TRUE
"1027","SD","EUREKA",1860,156,134,2421,1926.676062,42.8,6,1,1,22.33333333,0.800556455,0.800556455,0.327140787,0.327140787,26,0.839370829,0.839370829,0.327140787,"EUREKA",NA,NA,-89.2611,40.7122,TRUE
"1028","WY","HULETT",3758,141,114,2085,1926.839223,44.5,6.944444444,1,1,16.416,0.887535182,0.887535182,0.327190501,0.327190501,20.304,0.940633944,0.940633944,0.327190501,"HULETT",2122,2632,-104.6028,44.6856,TRUE
"1029","OR","DETROIT DAM",1220,315,251,2002,1928.119432,51.1,10.61111111,0.43,0.35,23.65445026,1.821182807,0.637413982,0.935944487,0.402456129,29.68586387,2.090114132,0.898749077,0.32758057,"DETROIT DAM",2059,2414,-122.2547,44.7242,TRUE
"1030","MN","LONG PRAIRIE",1290,156,133,2441,1929.437724,42.9,6.055555556,1,1,21.96330275,0.806232079,0.806232079,0.327982244,0.327982244,25.76146789,0.847142781,0.847142781,0.327982244,"LONG PRAIRIE",2094,2408,-94.8892,45.9647,TRUE
"1031","CA","CHESTER",4525,137,94,1722,1929.457216,47,8.333333333,1,1,11.28,1.020173833,1.020173833,0.327988183,0.327988183,16.44,1.119085745,1.119085745,0.327988183,"CHESTER",1675,2607,-121.2422,40.3033,TRUE
"1033","NV","CLOVER VALLEY",5750,125,99,1896,1930.556742,46.3,7.944444444,1,1,12.46153846,0.983087376,0.983087376,0.3283232,0.3283232,15.73426573,1.039662923,1.039662923,0.3283232,"CLOVER VALLEY",1863,2650,-114.9697,40.8797,TRUE
"1034","WA","DAVENPORT",2440,142,107,1742,1930.619905,45.3,7.388888889,1,1,14.48120301,0.930218088,0.930218088,0.328342445,0.328342445,19.21804511,1.002990701,1.002990701,0.328342445,"DAVENPORT",NA,NA,-122.2,37.0167,TRUE
"1036","MT","JORDAN",2640,138,120,2360,1933.369127,44,6.666666667,1,1,18,0.86310693,0.86310693,0.329180112,0.329180112,20.7,0.897197352,0.897197352,0.329180112,"JORDAN",2222,2712,-106.9103,47.3144,TRUE
"1037","WY","DEAVER",4105,142,120,2146,1933.369127,44,6.666666667,1,1,18,0.86310693,0.86310693,0.329180112,0.329180112,21.3,0.904954016,0.904954016,0.329180112,"DEAVER",2244,2830,-108.5928,44.8919,TRUE
"1038","WY","CHUGWATER",5304,133,110,1793,1933.638863,45,7.222222222,1,1,15.23076923,0.915124933,0.915124933,0.329262298,0.329262298,18.41538462,0.961561195,0.961561195,0.329262298,"CHUGWATER",2110,2733,-104.8222,41.7594,TRUE
"1039","NY","TULLY HEIBERG FOREST",1899,161,135,1746,1933.770091,42.8,6,1,1,22.5,0.802281164,0.802281164,0.329302282,0.329302282,26.83333333,0.848451522,0.848451522,0.329302282,"TULLY HEIBERG FOREST",1966,2263,-76.0803,42.7603,TRUE
"1040","WI","OCONTO 4 W",660,160,135,2021,1933.770091,42.8,6,1,1,22.5,0.802281164,0.802281164,0.329302282,0.329302282,26.66666667,0.846627558,0.846627558,0.329302282,"OCONTO 4 W",2078,2406,-87.955,44.8919,TRUE
"1041","MT","HAXBY 18 SW",2651,140,119,2235,1934.105774,44.1,6.722222222,1,1,17.70247934,0.868428556,0.868428556,0.329404562,0.329404562,20.82644628,0.908576232,0.908576232,0.329404562,"HAXBY 18 SW",2163,2763,-106.7,47.5667,TRUE
"1042","MT","VALIER",3810,147,119,1875,1934.105774,44.1,6.722222222,1,1,17.70247934,0.868428556,0.868428556,0.329404562,0.329404562,21.8677686,0.922367086,0.922367086,0.329404562,"VALIER",1759,2304,-112.2492,48.3119,TRUE
"1043","SD","BROOKINGS 2 NE",1640,153,131,2359,1934.505061,43.1,6.166666667,1,1,21.24324324,0.817499114,0.817499114,0.329526222,0.329526222,24.81081081,0.857134939,0.857134939,0.329526222,"BROOKINGS 2 NE",2324,2653,-96.7686,44.3253,TRUE
"1044","UT","TRENTON",4455,139,113,1924,1935.22065,44.7,7.055555556,1,1,16.01574803,0.899797233,0.899797233,0.329744256,0.329744256,19.7007874,0.951579528,0.951579528,0.329744256,"TRENTON",NA,NA,-68.3619,44.4447,TRUE
"1045","MI","BALDWIN",835,146,115,2058,1935.480754,44.5,6.944444444,1,1,16.56,0.889447277,0.889447277,0.329823508,0.329823508,21.024,0.950810146,0.950810146,0.329823508,"BALDWIN",NA,NA,-95.2,38.7667,TRUE
"1048","MT","HUNGRY HORSE DAM",3160,166,130,1546,1936.809917,43.2,6.222222222,1,1,20.89285714,0.823090714,0.823090714,0.330228494,0.330228494,26.67857143,0.889394544,0.889394544,0.330228494,"HUNGRY HORSE DAM",1697,2061,-114.0217,48.3425,TRUE
"1049","OR","BAKER",3368,137,102,1788,1937.872044,46,7.777777778,1,1,13.11428571,0.968697132,0.968697132,0.330552116,0.330552116,17.61428571,1.044480029,1.044480029,0.330552116,"BAKER",7714,6875,-116.0628,35.2761,TRUE
"1050","ID","RICHFIELD",4282,140,107,2010,1938.72231,45.4,7.444444444,1,1,14.37313433,0.937212209,0.937212209,0.330811185,0.330811185,18.80597015,1.00619186,1.00619186,0.330811185,"RICHFIELD",2011,2543,-114.155,43.0517,TRUE
"1052","WY","UPTON",4320,139,115,2220,1944.140601,44.6,7,1,1,16.42857143,0.896562855,0.896562855,0.332462096,0.332462096,19.85714286,0.944086776,0.944086776,0.332462096,"UPTON",NA,NA,-71.0106,44.6942,TRUE
"1054","OR","NEWPORT",122,296,253,1363,1944.331768,51.3,10.72222222,0.41,0.35,23.59585492,1.848190561,0.646866696,0.950058125,0.389523831,27.60621762,2.027383613,0.831227282,0.332520344,"NEWPORT",5005,5088,-91.2744,35.6042,TRUE
"1055","ME","BRIDGTON 3 NW",560,159,134,1771,1946.558952,43,6.111111111,1,1,21.92727273,0.815381575,0.815381575,0.333198949,0.333198949,26.01818182,0.860452099,0.860452099,0.333198949,"BRIDGTON 3 NW",1834,2227,-70.7467,44.07,TRUE
"1056","WI","LUCK",1220,155,134,2311,1946.558952,43,6.111111111,1,1,21.92727273,0.815381575,0.815381575,0.333198949,0.333198949,25.36363636,0.853076875,0.853076875,0.333198949,"LUCK",2375,2679,-92.4853,45.5733,TRUE
"1057","CO","NORTHDALE",6680,131,107,1896,1946.824715,45.5,7.5,1,1,14.26666667,0.94420633,0.94420633,0.333279925,0.333279925,17.46666667,0.994255679,0.994255679,0.333279925,"NORTHDALE",1951,2753,-109.0133,37.8122,TRUE
