STATE,STATION_NA,ELEVATION_,AVG_LENGTH_28,AVG_LENGTH_32,ANN_GDD50,Estimated_GDD,ANN_TNORM_,C_Degrees,marine_32,Marine_32_b,mcc_ratio_32,exponent_gdd_32,exponent_32xmarine32,gdd_calc,gdd_calc*marine32,mcc_ratio_28,exponent gdd_28,exponent28*marine28,marine_32_b*gdd_calc
MN,GLENWOOD 2 WNW,1198,162,141,2444,2017.498593,43.2,6.222222222,1,1,22.66071429,0.842808013,0.842808013,0.354813709,0.354813709,26.03571429,0.881771245,0.881771245,0.354813709
MT,ROCK SPRINGS,3024,144,126,2336,2019.770076,44.4,6.888888889,1,1,18.29032258,0.903468127,0.903468127,0.355505812,0.355505812,20.90322581,0.939152708,0.939152708,0.355505812
ID,WALLACE WOODLAND PARK,2940,160,124,1457,2021.607975,44.6,7,1,1,17.71428571,0.914097311,0.914097311,0.356065806,0.356065806,22.85714286,0.987732151,0.987732151,0.356065806
MT,ROY 8 NE,3445,145,124,2148,2021.607975,44.6,7,1,1,17.71428571,0.914097311,0.914097311,0.356065806,0.356065806,20.71428571,0.956356266,0.956356266,0.356065806
CO,CRESTONE 1 SE,8115,146,123,1745,2022.29197,44.7,7.055555556,1,1,17.43307087,0.91937137,0.91937137,0.356274214,0.356274214,20.69291339,0.966023109,0.966023109,0.356274214
MT,EUREKA RANGER STN,2532,148,116,1909,2022.661599,45.4,7.444444444,1,1,15.58208955,0.955541662,0.955541662,0.356386837,0.356386837,19.88059701,1.023665006,1.023665006,0.356386837
MT,GARDINER,5275,143,117,2009,2023.084539,45.3,7.388888889,1,1,15.83458647,0.950453998,0.950453998,0.356515703,0.356515703,19.35338346,1.005151532,1.005151532,0.356515703
WY,ARCHER,6010,142,118,1864,2023.348351,45.2,7.333333333,1,1,16.09090909,0.945339978,0.945339978,0.356596085,0.356596085,19.36363636,0.995449418,0.995449418,0.356596085
MT,CHOTEAU,3845,151,120,1944,2023.399888,45,7.222222222,1,1,16.61538462,0.935032508,0.935032508,0.356611788,0.356611788,20.90769231,0.999540297,0.999540297,0.356611788
MT,MISSOULA 2 NE,3420,150,119,1737,2023.453358,45.1,7.277777778,1,1,16.35114504,0.940199511,0.940199511,0.35662808,0.35662808,20.61068702,1.005063772,1.005063772,0.35662808
MN,LITTLE FALLS 1 N,1120,157,139,2543,2023.55278,43.4,6.333333333,1,1,21.94736842,0.85417375,0.85417375,0.356658373,0.356658373,24.78947368,0.887911335,0.887911335,0.356658373
OR,FOSSIL,2650,126,90,1898,2023.755466,49,9.444444444,1,1,9.529411765,1.146286858,1.146286858,0.35672013,0.35672013,13.34117647,1.238625658,1.238625658,0.35672013
MI,MARQUETTE,665,182,154,1785,2025.341091,43,6.111111111,1,0.95,25.2,0.851242968,0.808680819,0.376003429,0.376003429,29.78181818,0.904114092,0.858908388,0.357203257
MI,ST IGNACE MACKINAC BR,600,184,153,1885,2025.44866,43.3,6.277777778,1,0.93,24.37168142,0.872578812,0.811498295,0.384124767,0.384124767,29.30973451,0.932777929,0.886139032,0.357236033
SD,RED OWL,2770,142,129,2260,2025.454215,44.2,6.777777778,1,1,19.03278689,0.894653526,0.894653526,0.357237726,0.357237726,20.95081967,0.920036583,0.920036583,0.357237726
MN,ROSEMOUNT AGRI EXP STN,950,172,150,2467,2026.187961,43.5,6.388888889,1,0.93,23.47826087,0.882307892,0.820546339,0.384366981,0.384366981,26.92173913,0.925085922,0.925085922,0.357461292
PA,TOBYHANNA POCONO MTN A,1916,161,126,1820,2029.179512,44.5,6.944444444,1,1,18.144,0.91075416,0.91075416,0.358372795,0.358372795,23.184,0.982004076,0.982004076,0.358372795
MN,BUFFALO,980,173,152,2468,2029.233393,43.4,6.333333333,1,0.93,24,0.878408317,0.816919735,0.385364744,0.385364744,27.31578947,0.91901736,0.91901736,0.358389212
MN,ROCHESTER MUNICIPAL AP,1304,175,152,2328,2029.233393,43.4,6.333333333,1,0.93,24,0.878408317,0.816919735,0.385364744,0.385364744,27.63157895,0.922981464,0.922981464,0.358389212
WI,WAUSAU AP,1196,175,149,2304,2029.616922,43.6,6.444444444,1,0.93,23.12068966,0.888066894,0.825902211,0.385490398,0.385490398,27.15517241,0.939174121,0.939174121,0.35850607
MN,THEILMAN,730,160,132,2454,2030.142758,44,6.666666667,1,1,19.8,0.885686836,0.885686836,0.358666288,0.358666288,24,0.940697286,0.940697286,0.358666288
NY,ALLEGANY STATE PARK,1500,158,124,1868,2030.882642,44.7,7.055555556,1,1,17.57480315,0.921352052,0.921352052,0.358891725,0.358891725,22.39370079,0.991295425,0.991295425,0.358891725
WV,SNOWSHOE,4765,162,136,1616,2031.497779,43.7,6.5,1,1,20.92307692,0.871010388,0.871010388,0.359079153,0.359079153,24.92307692,0.921136033,0.921136033,0.359079153
MN,OLIVIA 3 SE,1100,170,154,2528,2031.96005,43.3,6.277777778,1,0.93,24.53097345,0.874458685,0.813246577,0.386258068,0.386258068,27.07964602,0.905093426,0.905093426,0.359220003
AZ,BLUE RIDGE RANGER STN,6880,133,100,1957,2032.045405,47.5,8.611111111,1,1,11.61290323,1.0678799,1.0678799,0.35924601,0.35924601,15.44516129,1.146476809,1.146476809,0.35924601
WY,KEELINE 7 SW,5090,140,121,1998,2032.2595,45,7.222222222,1,1,16.75384615,0.93704693,0.93704693,0.359311243,0.359311243,19.38461538,0.976156282,0.976156282,0.359311243
SD,ABERDEEN RGNL AP,1306,160,135,2541,2033.841396,43.8,6.555555556,1,1,20.59322034,0.876566457,0.876566457,0.359793235,0.359793235,24.40677966,0.925018998,0.925018998,0.359793235
WA,LONGMIRE RAINIER NPS,2762,184,129,1071,2035.064496,44.3,6.833333333,1,1,18.87804878,0.901986752,0.901986752,0.360165904,0.360165904,26.92682927,1.015324648,0.964558415,0.360165904
MN,BROWNS VALLEY,990,162,142,2563,2035.168895,43.3,6.277777778,1,1,22.61946903,0.852165032,0.852165032,0.360197713,0.360197713,25.80530973,0.889644203,0.889644203,0.360197713
MN,NEW LONDON,1240,169,153,2569,2035.824312,43.4,6.333333333,1,0.93,24.15789474,0.880300749,0.818679696,0.387524101,0.387524101,26.68421053,0.911140154,0.911140154,0.360397414
VT,NEWPORT,770,155,134,2111,2036.031957,43.9,6.611111111,1,1,20.26890756,0.882094613,0.882094613,0.360460682,0.360460682,23.44537815,0.922874074,0.922874074,0.360460682
VT,READSBORO 1 SE,1120,160,134,1830,2036.031957,43.9,6.611111111,1,1,20.26890756,0.882094613,0.882094613,0.360460682,0.360460682,24.20168067,0.932858142,0.932858142,0.360460682
WI,WISCONSIN RAPIDS,1040,156,134,2335,2036.031957,43.9,6.611111111,1,1,20.26890756,0.882094613,0.882094613,0.360460682,0.360460682,23.59663866,0.924862302,0.924862302,0.360460682
NJ,SUSSEX 2 NE,450,176,147,2491,2037.56744,48.4,9.111111111,1,0.67,16.13414634,1.250150431,0.837600788,0.538699301,0.538699301,19.31707317,1.330658487,1.330658487,0.360928531
SD,LEOLA,1580,155,141,2470,2038.293211,43.4,6.333333333,1,1,22.26315789,0.857858157,0.857858157,0.361149668,0.361149668,24.47368421,0.884097852,0.884097852,0.361149668
MT,RAPELJE 4 S,4125,142,115,2061,2039.398907,45.7,7.611111111,1,1,15.10948905,0.974834215,0.974834215,0.361486565,0.361486565,18.65693431,1.033155835,1.033155835,0.361486565
WY,BUFFALO,4670,150,125,2102,2039.451499,44.7,7.055555556,1,1,17.71653543,0.923337001,0.923337001,0.36150259,0.36150259,21.25984252,0.974374802,0.974374802,0.36150259
MT,ROY 24 NE MOBRIDGE,2313,145,124,2308,2040.157308,44.8,7.111111111,1,1,17.4375,0.928606792,0.928606792,0.361717644,0.361717644,20.390625,0.971536524,0.971536524,0.361717644
MT,TRIDENT,4036,148,118,2025,2041.080902,45.4,7.444444444,1,1,15.85074627,0.959663311,0.959663311,0.361999056,0.361999056,19.88059701,1.023665006,1.023665006,0.361999056
MT,JOLIET,3700,147,122,2016,2041.097272,45,7.222222222,1,1,16.89230769,0.939065692,0.939065692,0.362004044,0.362004044,20.35384615,0.990972902,0.990972902,0.362004044
PA,COUDERSPORT 4 NW,2301,149,122,1914,2041.097272,45,7.222222222,1,1,16.89230769,0.939065692,0.939065692,0.362004044,0.362004044,20.63076923,0.995247381,0.995247381,0.362004044
ID,SANDPOINT EXP STATION,2100,160,121,1563,2041.330726,45.1,7.277777778,1,1,16.6259542,0.944254983,0.944254983,0.362075176,0.362075176,21.98473282,1.026927871,1.026927871,0.362075176
NV,LAGES,5960,137,110,2031,2041.702749,46.3,7.944444444,1,1,13.84615385,1.006637426,1.006637426,0.362188528,0.362188528,17.24475524,1.066861744,1.066861744,0.362188528
IA,SIBLEY 5 NNE,1670,163,143,2373,2042.419995,43.3,6.277777778,1,1,22.77876106,0.854000926,0.854000926,0.362407067,0.362407067,25.96460177,0.891560841,0.891560841,0.362407067
WI,STURGEON BAY EXP FARM,656,180,151,2045,2043.140352,43.6,6.444444444,1,0.93,23.43103448,0.891897496,0.829464671,0.389921026,0.389921026,27.93103448,0.949334531,0.901867805,0.362626555
NH,SURRY MOUNTAIN LAKE,550,158,130,1940,2043.255533,44.3,6.833333333,1,1,19.02439024,0.903929981,0.903929981,0.362661649,0.362661649,23.12195122,0.960073522,0.960073522,0.362661649
MN,MELROSE,1210,162,139,2564,2044.088794,43.6,6.444444444,1,1,21.56896552,0.869159254,0.869159254,0.362915538,0.362915538,25.13793103,0.913263075,0.913263075,0.362915538
IA,FAYETTE,1050,161,141,2458,2045.155435,44.6,7,1,0.91,20.14285714,0.948159015,0.862824704,0.399165423,0.399165423,23,0.989860109,0.989860109,0.363240535
SD,GANN VALLEY 4 NW,1720,158,141,2637,2045.155435,44.6,7,1,0.91,20.14285714,0.948159015,0.862824704,0.399165423,0.399165423,22.57142857,0.983489949,0.983489949,0.363240535
WI,LONE ROCK TRI CO,719,157,141,2414,2045.155435,44.6,7,1,0.91,20.14285714,0.948159015,0.862824704,0.399165423,0.399165423,22.42857143,0.981375686,0.981375686,0.363240535
MT,SIDNEY,1920,147,128,2517,2045.938583,44.5,6.944444444,1,1,18.432,0.914682622,0.914682622,0.363479154,0.363479154,21.168,0.95285856,0.95285856,0.363479154
NY,ARCADE,1580,144,113,2128,2045.999141,46,7.777777778,1,1,14.52857143,0.991902461,0.991902461,0.363497606,0.363497606,18.51428571,1.060333703,1.060333703,0.363497606
CO,STRONTIA SPRINGS DAM,5840,136,115,1933,2048.058753,45.8,7.666666667,1,1,15,0.981949793,0.981949793,0.364125153,0.364125153,17.73913043,1.027345585,1.027345585,0.364125153
MT,BIDDLE 8 SW,3597,145,123,2217,2049.91304,45,7.222222222,1,1,17.03076923,0.941088804,0.941088804,0.36469014,0.36469014,20.07692308,0.986716782,0.986716782,0.36469014
UT,LOGAN 5 SW EXP FARM,4490,148,120,2071,2050.409116,45.3,7.388888889,1,1,16.2406015,0.956610181,0.956610181,0.364841291,0.364841291,20.03007519,1.016025715,1.016025715,0.364841291
UT,SUNNYSIDE,6785,153,120,1995,2050.409116,45.3,7.388888889,1,1,16.2406015,0.956610181,0.956610181,0.364841291,0.364841291,20.70676692,1.02701754,1.02701754,0.364841291
MI,STANDISH 5 SW,645,163,131,2006,2051.424528,44.3,6.833333333,1,1,19.17073171,0.905877396,0.905877396,0.365150679,0.365150679,23.85365854,0.970460031,0.970460031,0.365150679
VT,SAINT JOHNSBURY,699,153,131,2113,2051.424528,44.3,6.833333333,1,1,19.17073171,0.905877396,0.905877396,0.365150679,0.365150679,22.3902439,0.949798176,0.949798176,0.365150679
WY,LOVELL,3837,158,129,2171,2054.285057,44.5,6.944444444,1,1,18.576,0.916653203,0.916653203,0.36602226,0.36602226,22.752,0.975684473,0.975684473,0.36602226
AK,SITKA MAGNETIC OBSY,67,195,138,620,2056.962259,43.8,6.555555556,1,1,21.05084746,0.882244063,0.882244063,0.366837983,0.366837983,29.74576271,0.997384878,0.947515634,0.366837983
WA,COUPEVILLE 1 S,50,264,205,1416,2057.306187,50.2,10.11111111,0.41,0.47,20.27472527,1.571804333,0.738748037,0.780729308,0.320099016,26.10989011,1.784603666,0.731687503,0.366942775
WY,HEART MOUNTAIN,4790,139,117,2118,2058.275051,45.7,7.611111111,1,1,15.37226277,0.979039081,0.979039081,0.36723798,0.36723798,18.26277372,1.02650705,1.02650705,0.36723798
MT,TERRY,2248,142,124,2596,2058.706641,45,7.222222222,1,1,17.16923077,0.943116273,0.943116273,0.367369482,0.367369482,19.66153846,0.980366851,0.980366851,0.367369482
CO,BUCKHORN MTN 1 E,7400,140,119,1713,2059.192392,45.5,7.5,1,1,15.86666667,0.968907893,0.968907893,0.367517487,0.367517487,18.66666667,1.013700755,1.013700755,0.367517487
WI,ST CROIX FALLS,770,166,143,2649,2059.89289,44.6,7,1,0.91,20.42857143,0.95224882,0.866546426,0.404099916,0.404099916,23.71428571,1.000568862,1.000568862,0.367730923
MN,HUTCHINSON 1 N,1095,176,152,2590,2060.186904,43.7,6.5,1,0.93,23.38461538,0.901524325,0.838417622,0.395505921,0.395505921,27.07692308,0.949311238,0.949311238,0.367820507
MI,GLADWIN,775,161,131,2130,2061.167816,44.4,6.888888889,1,1,19.01612903,0.913242253,0.913242253,0.368119383,0.368119383,23.37096774,0.974148043,0.974148043,0.368119383
NM,OCATE 2 NW,7655,132,112,1600,2061.632178,46.3,7.944444444,1,1,14.0979021,1.010979473,1.010979473,0.368260871,0.368260871,16.61538462,1.05544348,1.05544348,0.368260871
MT,WOLF POINT,2090,154,136,2598,2061.715671,44,6.666666667,1,1,20.4,0.893343987,0.893343987,0.368286311,0.368286311,23.1,0.928628692,0.928628692,0.368286311
SD,MAURINE 10 SW,2710,150,130,2473,2062.609282,44.5,6.944444444,1,1,18.72,0.918628029,0.918628029,0.368558587,0.368558587,21.6,0.959030317,0.959030317,0.368558587
MT,CASCADE 5 S,3360,138,113,2028,2063.041986,46.2,7.888888889,1,1,14.32394366,1.006072497,1.006072497,0.368690429,0.368690429,17.49295775,1.061683533,1.061683533,0.368690429
MI,HARRISVILLE 2 NNE,585,179,143,1814,2063.471676,43.5,6.388888889,1,1,22.3826087,0.869115986,0.869115986,0.368821352,0.368821352,28.0173913,0.939127368,0.939127368,0.368821352
MN,MADISON SEWAGE PLANT,1080,166,143,2542,2063.471676,43.5,6.388888889,1,1,22.3826087,0.869115986,0.869115986,0.368821352,0.368821352,25.9826087,0.913217612,0.913217612,0.368821352
SD,FLANDREAU,1560,163,143,2436,2063.471676,43.5,6.388888889,1,1,22.3826087,0.869115986,0.869115986,0.368821352,0.368821352,25.51304348,0.907340679,0.907340679,0.368821352
NY,LITTLE FALLS CITY RSVR,900,165,139,1994,2064.624808,43.8,6.555555556,1,1,21.20338983,0.884144758,0.884144758,0.369172702,0.369172702,25.16949153,0.935026271,0.935026271,0.369172702
CO,RUSH 1 N,6010,147,128,1826,2065.025601,44.7,7.055555556,1,1,18.14173228,0.929317544,0.929317544,0.36929482,0.36929482,20.83464567,0.968104297,0.968104297,0.36929482
SD,MT RUSHMORE NATL MEM,5250,153,128,1962,2065.025601,44.7,7.055555556,1,1,18.14173228,0.929317544,0.929317544,0.36929482,0.36929482,21.68503937,0.980685922,0.980685922,0.36929482
NM,LINDRITH 1 WSW,7220,131,115,1990,2065.378445,46,7.777777778,1,1,14.78571429,0.99618095,0.99618095,0.369402329,0.369402329,16.84285714,1.031079963,1.031079963,0.369402329
CA,BIG BEAR LAKE,6790,137,106,1535,2065.837487,47.1,8.388888889,1,1,12.63576159,1.053841882,1.053841882,0.369542196,0.369542196,16.33112583,1.126546317,1.126546317,0.369542196
NM,QUEMADO,6878,122,99,1940,2066.193255,48.1,8.944444444,1,1,11.06832298,1.10683264,1.10683264,0.369650596,0.369650596,13.63975155,1.162996742,1.162996742,0.369650596
WA,APPLETON,2336,158,116,1538,2066.305689,45.9,7.722222222,1,1,15.02158273,0.991196202,0.991196202,0.369684853,0.369684853,20.46043165,1.084961134,1.084961134,0.369684853
MN,MAPLE PLAIN,970,167,144,2566,2067.228158,44.6,7,1,0.91,20.57142857,0.954300333,0.868413303,0.406555959,0.406555959,23.85714286,1.002724475,1.002724475,0.369965923
WA,CUSHMAN POWERHOUSE 2,21,292,209,1663,2067.477606,50.1,10.05555556,0.41,0.47,20.78453039,1.576682319,0.74104069,0.78732325,0.322802533,29.03867403,1.885031748,0.772863017,0.370041928
WI,RIVER FALLS,915,168,145,2386,2067.509567,43.4,6.333333333,1,1,22.89473684,0.865274716,0.865274716,0.370051666,0.370051666,26.52631579,0.909181424,0.909181424,0.370051666
MI,HESPERIA 4 WNW,780,156,124,2096,2067.981308,45.1,7.277777778,1,1,17.03816794,0.950371014,0.950371014,0.370195402,0.370195402,21.4351145,1.018125728,1.018125728,0.370195402
OR,RIVERSIDE 7 SSW,3380,126,96,2289,2068.183353,48.6,9.222222222,1,1,10.40963855,1.133862189,1.133862189,0.370256963,0.370256963,13.6626506,1.209481525,1.209481525,0.370256963
WI,DODGE,680,146,122,2588,2068.514901,45.3,7.388888889,1,1,16.5112782,0.960736439,0.960736439,0.370357983,0.370357983,19.7593985,1.011661996,1.011661996,0.370357983
MT,MIZPAH 4 NNW,2480,137,121,2587,2068.544407,45.4,7.444444444,1,1,16.25373134,0.965879143,0.965879143,0.370366974,0.370366974,18.40298507,0.999716599,0.999716599,0.370366974
NH,LEBANON MUNICIPAL AP,562,164,143,2076,2069.471405,44.7,7.055555556,1,0.91,20.26771654,0.95980635,0.873423779,0.407307058,0.407307058,23.24409449,1.004178445,1.004178445,0.370649423
NC,MOUNT MITCHELL,6240,156,140,1184,2072.264918,43.8,6.555555556,1,1,21.3559322,0.886049549,0.886049549,0.371500584,0.371500584,23.79661017,0.91709035,0.91709035,0.371500584
CO,COLLBRAN,5980,139,114,2107,2072.881358,46.2,7.888888889,1,1,14.45070423,1.008239967,1.008239967,0.371688409,0.371688409,17.61971831,1.063970811,1.063970811,0.371688409
NY,WARSAW 6 SW,1820,172,139,1868,2074.892815,43.9,6.611111111,1,1,21.02521008,0.89163751,0.89163751,0.372301284,0.372301284,26.01680672,0.957262823,0.957262823,0.372301284
NY,WALTON,1240,151,116,2118,2075.034506,46,7.777777778,1,1,14.91428571,0.99832711,0.99832711,0.372344457,0.372344457,19.41428571,1.076428013,1.076428013,0.372344457
UT,NEOLA,5950,154,125,2110,2076.820051,45.1,7.277777778,1,1,17.17557252,0.952418482,0.952418482,0.372888498,0.372888498,21.16030534,1.013752989,1.013752989,0.372888498
UT,MONTICELLO,6820,145,119,1908,2077.061909,45.7,7.611111111,1,1,15.6350365,0.983262084,0.983262084,0.37296219,0.37296219,19.05109489,1.039847686,1.039847686,0.37296219
SD,HARROLD 12 SSW,1800,145,121,2772,2077.615634,45.5,7.5,1,1,16.13333333,0.973087196,0.973087196,0.373130906,0.373130906,19.33333333,1.024667427,1.024667427,0.373130906
NY,LITTLE FALLS MILL ST,360,190,151,2783,2079.987485,48.6,9.222222222,1,0.67,16.37349398,1.276336072,0.855145168,0.557990434,0.557990434,20.60240964,1.388083842,1.138228751,0.373853591
VT,ESSEX JUNCTION 1 N,340,158,136,2145,2081.860932,44.2,6.777777778,1,1,20.06557377,0.908233054,0.908233054,0.374424416,0.374424416,23.31147541,0.952268046,0.952268046,0.374424416
MT,TROY,1929,144,111,1926,2085.208034,46.7,8.166666667,1,1,13.59183673,1.037024466,1.037024466,0.375444252,0.375444252,17.63265306,1.113350388,1.113350388,0.375444252
PA,MADERA 2 SE,1600,144,118,2037,2085.412279,45.9,7.722222222,1,1,15.28057554,0.995471644,0.995471644,0.375506483,0.375506483,18.64748201,1.052759891,1.052759891,0.375506483
MA,LOWELL,110,182,154,2537,2085.697025,48.4,9.111111111,1,0.67,16.90243902,1.269125879,0.850314339,0.56058693,0.56058693,19.97560976,1.347951919,1.105320574,0.375593243
MA,CLINTON,400,178,154,2543,2085.697025,48.4,9.111111111,1,0.67,16.90243902,1.269125879,0.850314339,0.56058693,0.56058693,19.53658537,1.336398171,1.336398171,0.375593243
WV,GLADY 1 N,2840,147,120,1839,2086.42142,45.7,7.611111111,1,1,15.76642336,0.985380412,0.985380412,0.375813961,0.375813961,19.31386861,1.044332982,1.044332982,0.375813961
MT,HUNTLEY EXPERIMENT STN,3000,148,124,2190,2086.530641,45.3,7.388888889,1,1,16.78195489,0.964880495,0.964880495,0.37584724,0.37584724,20.03007519,1.016025715,1.016025715,0.37584724
MT,BIG TIMBER,4100,148,123,2004,2086.741133,45.4,7.444444444,1,1,16.52238806,0.970045382,0.970045382,0.375911375,0.375911375,19.88059701,1.023665006,1.023665006,0.375911375
MT,FLATWILLOW 4 ENE,3138,143,122,2164,2086.79332,45.5,7.5,1,1,16.26666667,0.975183603,0.975183603,0.375927276,0.375927276,19.06666667,1.020266593,1.020266593,0.375927276
MT,BROADVIEW,3881,144,122,2073,2086.79332,45.5,7.5,1,1,16.26666667,0.975183603,0.975183603,0.375927276,0.375927276,19.2,1.022464642,1.022464642,0.375927276
CT,BULLS BRIDGE DAM,260,181,152,2574,2086.924524,48.6,9.222222222,1,0.67,16.48192771,1.279085795,0.856987482,0.561145153,0.561145153,19.62650602,1.361457251,1.116394946,0.375967253
NY,CHAZY,170,162,138,2133,2087.571469,44.1,6.722222222,1,1,20.52892562,0.904673996,0.904673996,0.376164372,0.376164372,24.09917355,0.952627863,0.952627863,0.376164372
UT,FREMONT INDIAN S P,5920,131,103,2255,2088.566661,47.8,8.777777778,1,1,11.73417722,1.095599177,1.095599177,0.376467599,0.376467599,14.92405063,1.163647387,1.163647387,0.376467599
NV,MCGILL,6270,145,113,2092,2088.606254,46.5,8.055555556,1,1,14.02758621,1.027327549,1.027327549,0.376479663,0.376479663,18,1.100568718,1.100568718,0.376479663
MI,FAYETTE 4 SW,745,187,158,1890,2089.771536,43.6,6.444444444,0.95,0.93,24.51724138,0.905435191,0.842054728,0.405198619,0.384938688,29.01724138,0.963744036,0.915556834,0.376834715
MN,WHEATON,1018,171,146,2796,2091.583724,44.7,7.055555556,1,0.91,20.69291339,0.966023109,0.879081029,0.414710852,0.414710852,24.23622047,1.0194204,1.0194204,0.377386875
NY,LAWRENCEVILLE 3 SW,500,164,136,2214,2091.933563,44.3,6.833333333,1,1,19.90243902,0.915677587,0.915677587,0.377493468,0.377493468,24,0.972550778,0.972550778,0.377493468
ME,ORONO,115,172,144,1874,2092.008325,43.7,6.5,1,1,22.15384615,0.886136023,0.886136023,0.377516248,0.377516248,26.46153846,0.941174373,0.941174373,0.377516248
NY,DOWNSVILLE DAM,1300,162,129,1920,2092.726178,44.9,7.166666667,1,1,18,0.945986106,0.945986106,0.377734972,0.377734972,22.60465116,1.015611523,1.015611523,0.377734972
SD,EDGEMONT 23 NNW,4402,143,129,2162,2092.726178,44.9,7.166666667,1,1,18,0.945986106,0.945986106,0.377734972,0.377734972,19.95348837,0.974921411,0.974921411,0.377734972
WY,LANDER AP,5557,151,128,2241,2093.656127,45,7.222222222,1,1,17.72307692,0.951269927,0.951269927,0.37801832,0.37801832,20.90769231,0.999540297,0.999540297,0.37801832
NM,BEAVERHEAD R S,6670,129,105,1827,2094.996905,47.6,8.666666667,1,1,12.11538462,1.086396789,1.086396789,0.378426845,0.378426845,14.88461538,1.143983197,1.143983197,0.378426845
WY,DOUGLAS AVIATION,4805,138,120,2111,2095.424496,45.8,7.666666667,1,1,15.65217391,0.99257297,0.99257297,0.378557129,0.378557129,18,1.031776955,1.031776955,0.378557129
ID,PRESTON,4800,147,124,2067,2095.805307,45.4,7.444444444,1,1,16.65671642,0.972135236,0.972135236,0.378673159,0.378673159,19.74626866,1.021464376,1.021464376,0.378673159
WI,PORTAGE,775,168,144,2412,2096.138352,44.9,7.166666667,1,0.91,20.09302326,0.977021769,0.88908981,0.416235863,0.416235863,23.44186047,1.028810559,1.028810559,0.378774635
WI,MARINETTE,610,178,148,2329,2096.343002,44.6,7,1,0.91,21.14285714,0.962550678,0.875921117,0.416304385,0.416304385,25.42857143,1.026744936,1.026744936,0.37883699
SD,POLLOCK,1635,158,138,2638,2097.774539,44.2,6.777777778,1,1,20.36065574,0.912150641,0.912150641,0.379273168,0.379273168,23.31147541,0.952268046,0.952268046,0.379273168
ME,WATERVILLE TREATMENT PLT,73,168,142,2013,2097.938925,43.9,6.611111111,1,1,21.4789916,0.897412733,0.897412733,0.379323256,0.379323256,25.41176471,0.949057803,0.949057803,0.379323256
CA,FORT BIDWELL,4500,145,106,1952,2097.965632,47.5,8.611111111,1,1,12.30967742,1.081758223,1.081758223,0.379331393,0.379331393,16.83870968,1.176470009,1.176470009,0.379331393
NY,WATERTOWN AP,322,157,132,2078,2098.809419,44.7,7.055555556,1,1,18.70866142,0.937351902,0.937351902,0.379588488,0.379588488,22.2519685,0.989164381,0.989164381,0.379588488
MN,MILAN 1 NW,1020,158,137,2655,2099.967133,44.3,6.833333333,1,1,20.04878049,0.917650311,0.917650311,0.379941235,0.379941235,23.12195122,0.960073522,0.960073522,0.379941235
SD,FAULKTON 1 NW,1570,151,137,2635,2099.967133,44.3,6.833333333,1,1,20.04878049,0.917650311,0.917650311,0.379941235,0.379941235,22.09756098,0.945718897,0.945718897,0.379941235
MI,PETOSKEY,610,188,158,1868,2100.43336,43.7,6.5,0.95,0.93,24.30769231,0.913240667,0.84931382,0.40869171,0.388257125,28.92307692,0.974146351,0.925439034,0.380083291
MT,GERALDINE,3130,140,116,2313,2101.22096,46.3,7.944444444,1,1,14.6013986,1.019719833,1.019719833,0.380323266,0.380323266,17.62237762,1.073771911,1.073771911,0.380323266
NY,MASSENA AP,214,165,144,2176,2102.598139,43.8,6.555555556,1,1,21.96610169,0.893709835,0.893709835,0.380742882,0.380742882,25.16949153,0.935026271,0.935026271,0.380742882
MT,CROW AGENCY,3030,150,128,2278,2103.199635,45.1,7.277777778,1,1,17.58778626,0.958587388,0.958587388,0.380926153,0.380926153,20.61068702,1.005063772,1.005063772,0.380926153
OR,COVE,2915,143,108,1830,2103.411503,47.3,8.5,1,1,12.70588235,1.072405919,1.072405919,0.380990708,0.380990708,16.82352941,1.156302138,1.156302138,0.380990708
WY,PINE BLUFFS 5 W,5180,145,123,1989,2105.15518,45.6,7.555555556,1,1,16.27941176,0.984523671,0.984523671,0.381521993,0.381521993,19.19117647,1.032257556,1.032257556,0.381521993
WA,CONCRETE PPL FISH STN,195,285,217,1790,2106.859445,50.2,10.11111111,0.41,0.47,21.46153846,1.612924608,0.758074566,0.812853764,0.333270043,28.18681319,1.867106354,0.765513605,0.382041269
NC,GRANDFATHER MOUNTAIN,5300,167,147,1460,2108.719106,44.8,7.111111111,1,0.91,20.671875,0.975727165,0.88791172,0.420448235,0.420448235,23.484375,1.018640737,1.018640737,0.382607893
ND,FORT YATES 4 SW,1675,160,137,2581,2110.105077,44.4,6.888888889,1,1,19.88709677,0.925110883,0.925110883,0.383030188,0.383030188,23.22580645,0.972053863,0.972053863,0.383030188
VT,ST ALBANS RADIO,460,169,148,2153,2110.873611,43.6,6.444444444,1,1,22.96551724,0.886157767,0.886157767,0.383264354,0.383264354,26.22413793,0.927125069,0.927125069,0.383264354
WI,WISCONSIN DELLS,835,164,141,2304,2111.074373,44.1,6.722222222,1,1,20.97520661,0.910533657,0.910533657,0.383325525,0.383325525,24.39669421,0.956736944,0.956736944,0.383325525
WI,ELLSWORTH 1 E,1030,163,144,2419,2113.187954,43.9,6.611111111,1,1,21.78151261,0.901283648,0.901283648,0.383969517,0.383969517,24.65546218,0.938900355,0.938900355,0.383969517
WY,GREYBULL,3790,158,135,2337,2113.89844,44.6,7,1,1,19.28571429,0.935994691,0.935994691,0.384185996,0.384185996,22.57142857,0.983489949,0.983489949,0.384185996
